STAT_ID,variable,n,adf_p,kpss_p,verdict
400642,Cl,73,0.0,0.1,Stationary
400642,SO4,73,0.0005,0.1,Stationary
400642,DIP,73,0.3933,0.0733,Diff-stationary
400643,pH,24,0.0379,0.1,Stationary
400643,SpecCond25C,24,0.3748,0.0618,Diff-stationary
400643,Alkalinity,24,0.4357,0.0306,Non-stationary
400643,Cl,24,0.3681,0.0818,Diff-stationary
400643,SO4,24,0.4918,0.0893,Diff-stationary
400643,DIP,24,0.0056,0.1,Stationary
400646,pH,74,0.0022,0.1,Stationary
400646,SpecCond25C,74,0.0,0.1,Stationary
400646,Alkalinity,72,0.0,0.1,Stationary
400646,Cl,72,0.0,0.0475,Trend-stationary
400646,SO4,72,0.0,0.0997,Stationary
400646,DIP,74,0.0,0.0579,Stationary
400648,pH,42,0.0,0.0528,Stationary
400648,SpecCond25C,42,0.0097,0.0147,Trend-stationary
400648,Alkalinity,42,0.0002,0.1,Stationary
400648,Cl,42,0.223,0.01,Non-stationary
400648,SO4,42,0.0306,0.0135,Trend-stationary
400648,DIP,42,0.0001,0.1,Stationary
400650,pH,78,0.0,0.1,Stationary
400650,SpecCond25C,78,0.0,0.1,Stationary
400650,Alkalinity,78,0.0,0.0786,Stationary
400650,Cl,78,0.0,0.1,Stationary
400650,SO4,78,0.0,0.1,Stationary
400650,DIP,78,0.0,0.1,Stationary
400651,pH,79,0.0001,0.1,Stationary
400651,SpecCond25C,79,0.0001,0.1,Stationary
400651,Alkalinity,79,0.0002,0.1,Stationary
400651,Cl,79,0.0001,0.1,Stationary
400651,SO4,79,0.5153,0.1,Diff-stationary
400651,DIP,79,0.0,0.1,Stationary
400652,pH,77,0.0,0.1,Stationary
400652,SpecCond25C,77,0.0001,0.1,Stationary
400652,Alkalinity,76,0.0001,0.1,Stationary
400652,Cl,76,0.0014,0.1,Stationary
400652,SO4,76,0.0,0.1,Stationary
400652,DIP,77,0.0,0.078,Stationary
400653,pH,67,0.0,0.01,Trend-stationary
400653,SpecCond25C,67,0.0547,0.1,Diff-stationary
400653,Alkalinity,67,0.0001,0.1,Stationary
400653,Cl,67,0.1625,0.1,Diff-stationary
400653,SO4,67,0.0,0.0509,Stationary
400653,DIP,67,0.0012,0.1,Stationary
400655,pH,82,0.0,0.1,Stationary
400655,SpecCond25C,82,0.4878,0.1,Diff-stationary
400655,Alkalinity,82,0.3831,0.1,Diff-stationary
400655,Cl,82,0.3815,0.1,Diff-stationary
400655,SO4,82,0.4945,0.1,Diff-stationary
400655,DIP,82,0.0007,0.0819,Stationary
400657,pH,80,0.0,0.0207,Trend-stationary
400657,SpecCond25C,80,0.0,0.1,Stationary
400657,Alkalinity,78,0.0454,0.1,Stationary
400657,Cl,78,0.0,0.1,Stationary
400657,SO4,78,0.0,0.1,Stationary
400657,DIP,80,0.0,0.01,Trend-stationary
400658,pH,69,0.0,0.1,Stationary
400658,SpecCond25C,69,0.0003,0.1,Stationary
400658,Alkalinity,69,0.0001,0.1,Stationary
400658,Cl,69,0.0,0.1,Stationary
400658,SO4,69,0.0,0.0934,Stationary
400658,DIP,69,0.0008,0.087,Stationary
400659,pH,78,0.0,0.1,Stationary
400659,SpecCond25C,78,0.2553,0.0327,Non-stationary
400659,Alkalinity,76,0.538,0.0157,Non-stationary
400659,Cl,76,0.7867,0.0308,Non-stationary
400659,SO4,76,0.7313,0.0383,Non-stationary
400659,DIP,78,0.0,0.0483,Trend-stationary
400660,pH,77,0.0,0.1,Stationary
400660,SpecCond25C,77,0.0987,0.01,Non-stationary
400660,Alkalinity,73,0.0,0.0176,Trend-stationary
400660,Cl,76,0.0354,0.01,Trend-stationary
400660,SO4,76,0.0,0.01,Trend-stationary
400660,DIP,77,0.0,0.0335,Trend-stationary
400661,pH,81,0.0313,0.01,Trend-stationary
400661,SpecCond25C,81,0.0,0.1,Stationary
400661,Alkalinity,79,0.0002,0.1,Stationary
400661,Cl,79,0.0,0.1,Stationary
400661,SO4,79,0.0,0.1,Stationary
400661,DIP,81,0.0022,0.0513,Stationary
400662,pH,79,0.006,0.0215,Trend-stationary
400662,SpecCond25C,79,0.1418,0.0221,Non-stationary
400662,Alkalinity,75,0.2071,0.058,Diff-stationary
400662,Cl,75,0.0055,0.021,Trend-stationary
400662,SO4,75,0.0006,0.0402,Trend-stationary
400662,DIP,79,0.0,0.1,Stationary
400663,pH,74,0.0,0.1,Stationary
400663,SpecCond25C,74,0.0,0.1,Stationary
400663,Alkalinity,71,0.3168,0.1,Diff-stationary
400663,Cl,71,0.1001,0.0699,Diff-stationary
400663,SO4,71,0.0685,0.1,Diff-stationary
400663,DIP,74,0.0,0.1,Stationary
400664,pH,78,0.0002,0.0642,Stationary
400664,SpecCond25C,78,0.0,0.1,Stationary
400664,Alkalinity,76,0.0,0.1,Stationary
400664,Cl,75,0.0,0.0214,Trend-stationary
400664,SO4,76,0.0,0.0241,Trend-stationary
400664,DIP,78,0.0,0.1,Stationary
400665,pH,78,0.0,0.0415,Trend-stationary
400665,SpecCond25C,78,0.0,0.1,Stationary
400665,Alkalinity,75,0.0,0.1,Stationary
400665,Cl,75,0.0,0.1,Stationary
400665,SO4,75,0.0,0.1,Stationary
400665,DIP,78,0.0,0.1,Stationary
400666,pH,77,0.0,0.0949,Stationary
400666,SpecCond25C,77,0.0,0.1,Stationary
400666,Alkalinity,75,0.0,0.1,Stationary
400666,Cl,75,0.0,0.0831,Stationary
400666,SO4,75,0.0,0.1,Stationary
400666,DIP,77,0.0,0.1,Stationary
400667,pH,76,0.0,0.1,Stationary
400667,SpecCond25C,76,0.0,0.1,Stationary
400667,Alkalinity,73,0.0107,0.1,Stationary
400667,Cl,73,0.0,0.1,Stationary
400667,SO4,73,0.0,0.1,Stationary
400667,DIP,76,0.0,0.1,Stationary
400668,pH,76,0.0,0.0817,Stationary
400668,SpecCond25C,76,0.0,0.0986,Stationary
400668,Alkalinity,72,0.0,0.1,Stationary
400668,Cl,72,0.0036,0.0187,Trend-stationary
400668,SO4,72,0.0,0.0273,Trend-stationary
400668,DIP,76,0.0,0.0795,Stationary
400669,pH,63,0.0,0.1,Stationary
400669,SpecCond25C,63,0.0045,0.1,Stationary
400669,Alkalinity,62,0.001,0.1,Stationary
400669,Cl,62,0.0114,0.1,Stationary
400669,SO4,62,0.0,0.1,Stationary
400669,DIP,63,0.0,0.1,Stationary
400670,pH,74,0.0,0.0982,Stationary
400670,SpecCond25C,74,0.0007,0.0704,Stationary
400670,Alkalinity,71,0.0,0.1,Stationary
400670,Cl,71,0.0,0.0266,Trend-stationary
400670,SO4,71,0.0,0.0448,Trend-stationary
400670,DIP,74,0.0001,0.0388,Trend-stationary
400671,pH,70,0.0,0.1,Stationary
400671,SpecCond25C,70,0.0006,0.1,Stationary
400671,Alkalinity,69,0.0014,0.1,Stationary
400671,Cl,69,0.0014,0.1,Stationary
400671,SO4,69,0.0,0.1,Stationary
400671,DIP,70,0.0,0.1,Stationary
400672,pH,79,0.0,0.01,Trend-stationary
400672,SpecCond25C,79,0.0,0.0255,Trend-stationary
400672,Alkalinity,78,0.0,0.1,Stationary
400672,Cl,78,0.0,0.0234,Trend-stationary
400672,SO4,78,0.0,0.0134,Trend-stationary
400672,DIP,79,0.0,0.0732,Stationary
400673,pH,80,0.0,0.0197,Trend-stationary
400673,SpecCond25C,80,0.2705,0.1,Diff-stationary
400673,Alkalinity,79,0.0,0.1,Stationary
400673,Cl,79,0.0,0.1,Stationary
400673,SO4,79,0.1564,0.0206,Non-stationary
400673,DIP,80,0.0,0.1,Stationary
400675,pH,72,0.0113,0.0114,Trend-stationary
400675,SpecCond25C,72,0.0,0.1,Stationary
400675,Alkalinity,69,0.0,0.1,Stationary
400675,Cl,69,0.0,0.1,Stationary
400675,SO4,69,0.0,0.1,Stationary
400675,DIP,72,0.0,0.1,Stationary
400676,pH,73,0.0,0.1,Stationary
400676,SpecCond25C,73,0.0003,0.1,Stationary
400676,Alkalinity,73,0.0003,0.1,Stationary
400676,Cl,73,0.0,0.1,Stationary
400676,SO4,73,0.0,0.1,Stationary
400676,DIP,73,0.0001,0.0638,Stationary
400677,pH,80,0.0,0.1,Stationary
400677,SpecCond25C,80,0.0001,0.1,Stationary
400677,Alkalinity,79,0.0,0.1,Stationary
400677,Cl,79,0.7068,0.01,Non-stationary
400677,SO4,79,0.1877,0.01,Non-stationary
400677,DIP,80,0.0,0.1,Stationary
400678,pH,74,0.0,0.01,Trend-stationary
400678,SpecCond25C,74,0.2138,0.1,Diff-stationary
400678,Alkalinity,74,0.0106,0.0869,Stationary
400678,Cl,74,0.2615,0.1,Diff-stationary
400678,SO4,74,0.106,0.1,Diff-stationary
400678,DIP,74,0.0,0.039,Trend-stationary
400679,pH,80,0.4191,0.01,Non-stationary
400679,SpecCond25C,80,0.0116,0.01,Trend-stationary
400679,Alkalinity,79,0.0,0.01,Trend-stationary
400679,Cl,79,0.0,0.0136,Trend-stationary
400679,SO4,79,0.0017,0.048,Trend-stationary
400679,DIP,80,0.0,0.1,Stationary
400680,pH,79,0.0,0.1,Stationary
400680,SpecCond25C,79,0.0,0.1,Stationary
400680,Alkalinity,77,0.0,0.0967,Stationary
400680,Cl,77,0.0,0.1,Stationary
400680,SO4,76,0.0,0.0232,Trend-stationary
400680,DIP,79,0.1055,0.0154,Non-stationary
400681,pH,38,0.0002,0.1,Stationary
400681,SpecCond25C,34,0.0119,0.1,Stationary
400681,Alkalinity,34,0.0404,0.1,Stationary
400681,Cl,34,0.0103,0.1,Stationary
400681,SO4,34,0.0,0.1,Stationary
400681,DIP,34,0.0003,0.1,Stationary
400682,pH,81,0.0,0.063,Stationary
400682,SpecCond25C,81,0.0,0.1,Stationary
400682,Alkalinity,80,0.0,0.1,Stationary
400682,Cl,80,0.0,0.1,Stationary
400682,SO4,80,0.0182,0.1,Stationary
400682,DIP,81,0.0,0.0949,Stationary
400683,pH,69,0.3523,0.0206,Non-stationary
400683,SpecCond25C,69,0.0751,0.1,Diff-stationary
400683,Alkalinity,68,0.0084,0.1,Stationary
400683,Cl,68,0.1736,0.1,Diff-stationary
400683,SO4,67,0.0117,0.1,Stationary
400683,DIP,69,0.0,0.1,Stationary
400684,pH,67,0.0,0.1,Stationary
400684,SpecCond25C,67,0.001,0.1,Stationary
400684,Alkalinity,64,0.2703,0.1,Diff-stationary
400684,Cl,64,0.0002,0.1,Stationary
400684,SO4,64,0.0008,0.1,Stationary
400684,DIP,67,0.0,0.1,Stationary
400685,pH,74,0.5726,0.0487,Non-stationary
400685,SpecCond25C,34,0.1313,0.1,Diff-stationary
400685,Alkalinity,34,0.1037,0.1,Diff-stationary
400685,Cl,34,0.0046,0.1,Stationary
400685,SO4,34,0.0075,0.1,Stationary
400685,DIP,34,0.8257,0.0639,Diff-stationary
400686,pH,74,0.1819,0.1,Diff-stationary
400686,SpecCond25C,34,0.9694,0.1,Diff-stationary
400686,Alkalinity,34,0.0,0.1,Stationary
400686,Cl,34,0.0195,0.0944,Stationary
400686,SO4,34,0.0943,0.1,Diff-stationary
400686,DIP,34,0.0019,0.1,Stationary
400688,pH,75,0.0026,0.0371,Trend-stationary
400688,SpecCond25C,75,0.1143,0.1,Diff-stationary
400688,Alkalinity,72,0.0309,0.1,Stationary
400688,Cl,72,0.0706,0.0891,Diff-stationary
400688,SO4,72,0.0,0.0468,Trend-stationary
400688,DIP,75,0.0,0.055,Stationary
400691,pH,46,0.0639,0.1,Diff-stationary
400691,SpecCond25C,46,0.0,0.1,Stationary
400691,Alkalinity,46,0.0,0.1,Stationary
400691,Cl,46,0.015,0.1,Stationary
400691,SO4,46,0.0,0.1,Stationary
400691,DIP,46,0.0,0.1,Stationary
400693,pH,80,0.0,0.1,Stationary
400693,SpecCond25C,80,0.0,0.1,Stationary
400693,Alkalinity,79,0.0,0.1,Stationary
400693,Cl,79,0.0,0.1,Stationary
400693,SO4,79,0.0,0.1,Stationary
400693,DIP,80,0.0,0.0526,Stationary
400694,pH,54,0.0737,0.1,Diff-stationary
400694,SpecCond25C,54,0.961,0.1,Diff-stationary
400694,Alkalinity,54,0.4288,0.1,Diff-stationary
400694,Cl,54,0.9986,0.1,Diff-stationary
400694,SO4,54,1.0,0.0828,Diff-stationary
400694,DIP,54,0.0,0.0813,Stationary
400695,pH,56,0.0001,0.0336,Trend-stationary
400695,SpecCond25C,56,0.0258,0.1,Stationary
400695,Alkalinity,53,0.0015,0.1,Stationary
400695,Cl,54,0.0004,0.1,Stationary
400695,SO4,53,0.0044,0.0925,Stationary
400695,DIP,56,0.0,0.0883,Stationary
400696,pH,79,0.0,0.1,Stationary
400696,SpecCond25C,79,0.0001,0.1,Stationary
400696,Alkalinity,78,0.7566,0.1,Diff-stationary
400696,Cl,78,0.0001,0.1,Stationary
400696,SO4,78,0.0001,0.1,Stationary
400696,DIP,79,0.0,0.1,Stationary
400697,pH,43,0.0003,0.0211,Trend-stationary
400697,SpecCond25C,43,0.0001,0.1,Stationary
400697,Alkalinity,43,0.0004,0.1,Stationary
400697,Cl,43,0.0008,0.0638,Stationary
400697,SO4,42,0.0,0.1,Stationary
400697,DIP,43,0.0004,0.1,Stationary
400698,pH,37,0.0,0.0185,Trend-stationary
400698,SpecCond25C,37,0.0,0.0267,Trend-stationary
400698,Alkalinity,37,0.0052,0.0145,Trend-stationary
400698,Cl,37,0.0101,0.1,Stationary
400698,SO4,36,0.0016,0.1,Stationary
400698,DIP,37,0.0,0.1,Stationary
400699,pH,80,0.0,0.1,Stationary
400699,SpecCond25C,80,0.0,0.1,Stationary
400699,Alkalinity,79,0.0,0.1,Stationary
400699,Cl,79,0.0,0.1,Stationary
400699,SO4,79,0.0,0.01,Trend-stationary
400699,DIP,80,0.0,0.0727,Stationary
400700,pH,74,0.0,0.1,Stationary
400700,SpecCond25C,74,0.0,0.1,Stationary
400700,Alkalinity,74,0.0,0.1,Stationary
400700,Cl,74,0.0,0.1,Stationary
400700,SO4,73,0.0,0.1,Stationary
400700,DIP,74,0.0,0.1,Stationary
400701,pH,40,0.0,0.1,Stationary
400701,SpecCond25C,40,0.0001,0.0129,Trend-stationary
400701,Alkalinity,38,0.0016,0.1,Stationary
400701,Cl,38,0.0,0.1,Stationary
400701,SO4,38,0.0642,0.0388,Non-stationary
400701,DIP,40,0.0,0.1,Stationary
400702,pH,41,0.0,0.0196,Trend-stationary
400702,SpecCond25C,41,0.0142,0.1,Stationary
400702,Alkalinity,40,0.002,0.1,Stationary
400702,Cl,40,0.554,0.1,Diff-stationary
400702,SO4,40,0.5207,0.01,Non-stationary
400702,DIP,41,0.0,0.0404,Trend-stationary
400703,pH,58,0.0002,0.0209,Trend-stationary
400703,SpecCond25C,55,0.0029,0.1,Stationary
400703,Alkalinity,55,0.0023,0.1,Stationary
400703,Cl,55,0.0004,0.1,Stationary
400703,SO4,55,0.0001,0.1,Stationary
400703,DIP,55,0.0,0.1,Stationary
400704,pH,74,0.0,0.1,Stationary
400704,SpecCond25C,74,0.0,0.1,Stationary
400704,Alkalinity,74,0.0,0.1,Stationary
400704,Cl,74,0.0,0.1,Stationary
400704,SO4,74,0.0,0.1,Stationary
400704,DIP,74,0.0032,0.1,Stationary
400705,pH,39,0.0147,0.1,Stationary
400705,SpecCond25C,39,0.0115,0.1,Stationary
400705,Alkalinity,39,0.0013,0.1,Stationary
400705,Cl,39,0.0006,0.1,Stationary
400705,SO4,39,0.0,0.1,Stationary
400705,DIP,39,0.0,0.1,Stationary
400706,pH,42,0.0,0.0843,Stationary
400706,SpecCond25C,42,0.0,0.1,Stationary
400706,Alkalinity,42,0.0004,0.1,Stationary
400706,Cl,42,0.0299,0.1,Stationary
400706,SO4,41,0.0,0.1,Stationary
400706,DIP,42,0.0,0.1,Stationary
400707,pH,32,0.0014,0.1,Stationary
400707,SpecCond25C,32,0.003,0.1,Stationary
400707,Alkalinity,32,0.0001,0.1,Stationary
400707,Cl,32,0.0004,0.1,Stationary
400707,SO4,31,0.0,0.1,Stationary
400707,DIP,32,0.0004,0.1,Stationary
400709,pH,67,0.0,0.0641,Stationary
400709,SpecCond25C,67,0.0012,0.1,Stationary
400709,Alkalinity,67,0.0025,0.1,Stationary
400709,Cl,67,0.0001,0.0126,Trend-stationary
400709,SO4,67,0.0,0.0671,Stationary
400709,DIP,67,0.0,0.1,Stationary
400710,pH,57,0.0,0.1,Stationary
400710,SpecCond25C,57,0.0017,0.1,Stationary
400710,Alkalinity,56,0.0017,0.1,Stationary
400710,Cl,57,0.0,0.01,Trend-stationary
400710,SO4,56,0.0203,0.01,Trend-stationary
400710,DIP,57,0.0,0.1,Stationary
400711,pH,60,0.0001,0.1,Stationary
400711,SpecCond25C,60,0.0216,0.1,Stationary
400711,Alkalinity,60,0.0175,0.1,Stationary
400711,Cl,60,0.0006,0.0979,Stationary
400711,SO4,60,0.0,0.0434,Trend-stationary
400711,DIP,60,0.0,0.0877,Stationary
400712,pH,60,0.0001,0.1,Stationary
400712,SpecCond25C,60,0.0001,0.1,Stationary
400712,Alkalinity,60,0.0,0.1,Stationary
400712,Cl,60,0.0,0.1,Stationary
400712,SO4,60,0.0,0.1,Stationary
400712,DIP,60,0.371,0.056,Diff-stationary
400713,pH,58,0.0,0.1,Stationary
400713,SpecCond25C,58,0.0,0.1,Stationary
400713,Alkalinity,58,0.0,0.1,Stationary
400713,Cl,58,0.0003,0.1,Stationary
400713,SO4,58,0.0,0.0184,Trend-stationary
400713,DIP,58,0.0,0.0144,Trend-stationary
400714,pH,50,0.0,0.1,Stationary
400714,SpecCond25C,50,0.9978,0.01,Non-stationary
400714,Alkalinity,48,0.0,0.0431,Trend-stationary
400714,Cl,49,0.103,0.1,Diff-stationary
400714,SO4,49,0.0,0.0204,Trend-stationary
400714,DIP,50,0.0,0.1,Stationary
400717,pH,69,0.0,0.1,Stationary
400717,SpecCond25C,69,0.0,0.1,Stationary
400717,Alkalinity,69,0.0,0.1,Stationary
400717,Cl,69,0.2176,0.0885,Diff-stationary
400717,SO4,69,0.0,0.1,Stationary
400717,DIP,69,0.979,0.1,Diff-stationary
400718,pH,64,0.0,0.1,Stationary
400718,SpecCond25C,64,0.0,0.1,Stationary
400718,Alkalinity,64,0.0,0.1,Stationary
400718,Cl,64,0.5824,0.01,Non-stationary
400718,SO4,63,0.0,0.1,Stationary
400718,DIP,64,0.0,0.1,Stationary
400719,pH,71,0.0,0.1,Stationary
400719,SpecCond25C,71,0.0,0.0643,Stationary
400719,Alkalinity,71,0.0,0.0984,Stationary
400719,Cl,71,0.0,0.0202,Trend-stationary
400719,SO4,71,0.3641,0.01,Non-stationary
400719,DIP,71,0.0,0.1,Stationary
400720,pH,61,0.001,0.1,Stationary
400720,SpecCond25C,61,0.0005,0.1,Stationary
400720,Alkalinity,61,0.0,0.1,Stationary
400720,Cl,61,0.1381,0.01,Non-stationary
400720,SO4,61,0.1929,0.01,Non-stationary
400720,DIP,61,0.0115,0.0616,Stationary
400721,pH,63,0.0,0.1,Stationary
400721,SpecCond25C,63,0.0001,0.1,Stationary
400721,Alkalinity,63,0.0,0.1,Stationary
400721,Cl,63,0.0,0.0224,Trend-stationary
400721,SO4,63,0.0,0.1,Stationary
400721,DIP,63,0.0,0.1,Stationary
400722,pH,65,0.0,0.0118,Trend-stationary
400722,SpecCond25C,65,0.0,0.1,Stationary
400722,Alkalinity,65,0.0,0.0307,Trend-stationary
400722,Cl,65,0.0,0.1,Stationary
400722,SO4,65,0.0,0.1,Stationary
400722,DIP,65,0.0,0.1,Stationary
400723,pH,58,0.0,0.1,Stationary
400723,SpecCond25C,58,0.0,0.1,Stationary
400723,Alkalinity,58,0.0024,0.1,Stationary
400723,Cl,58,0.0,0.1,Stationary
400723,SO4,58,0.0,0.1,Stationary
400723,DIP,58,0.0,0.1,Stationary
400724,pH,56,0.0,0.0434,Trend-stationary
400724,SpecCond25C,56,0.0,0.045,Trend-stationary
400724,Alkalinity,56,0.0,0.0127,Trend-stationary
400724,Cl,56,0.0,0.1,Stationary
400724,SO4,56,0.0,0.1,Stationary
400724,DIP,56,0.0,0.1,Stationary
400725,pH,69,0.0,0.0936,Stationary
400725,SpecCond25C,69,0.3929,0.0917,Diff-stationary
400725,Alkalinity,69,0.2789,0.1,Diff-stationary
400725,Cl,69,0.0,0.1,Stationary
400725,SO4,68,0.0,0.0155,Trend-stationary
400725,DIP,69,0.0,0.1,Stationary
400726,pH,74,0.0,0.1,Stationary
400726,SpecCond25C,74,0.0034,0.1,Stationary
400726,Alkalinity,74,0.0,0.1,Stationary
400726,Cl,74,0.0,0.1,Stationary
400726,SO4,73,0.0,0.0371,Trend-stationary
400726,DIP,74,0.0,0.0777,Stationary
400728,pH,35,0.3245,0.1,Diff-stationary
400728,SpecCond25C,35,0.6082,0.1,Diff-stationary
400728,Alkalinity,35,0.0098,0.1,Stationary
400728,Cl,35,0.0,0.1,Stationary
400728,SO4,35,0.0,0.1,Stationary
400728,DIP,35,0.0002,0.0968,Stationary
400729,pH,44,0.4374,0.0308,Non-stationary
400730,pH,56,0.0,0.1,Stationary
400730,SpecCond25C,32,0.0026,0.1,Stationary
400730,Alkalinity,32,0.0038,0.1,Stationary
400730,Cl,32,0.0013,0.1,Stationary
400730,SO4,32,0.0004,0.1,Stationary
400730,DIP,32,0.561,0.0756,Diff-stationary
400731,pH,22,0.3395,0.1,Diff-stationary
400731,SpecCond25C,21,0.0233,0.1,Stationary
400731,Alkalinity,21,0.5653,0.1,Diff-stationary
400731,Cl,21,0.2007,0.1,Diff-stationary
400731,SO4,21,0.0029,0.1,Stationary
400731,DIP,21,0.0,0.1,Stationary
400733,pH,44,0.0,0.0234,Trend-stationary
400737,pH,22,0.0056,0.1,Stationary
400737,SpecCond25C,22,0.0038,0.1,Stationary
400737,Alkalinity,22,0.9984,0.1,Diff-stationary
400737,Cl,22,0.4491,0.1,Diff-stationary
400737,SO4,22,0.054,0.1,Diff-stationary
400737,DIP,22,0.0596,0.1,Diff-stationary
400738,pH,21,0.0,0.1,Stationary
400738,SpecCond25C,21,0.5153,0.1,Diff-stationary
400738,Alkalinity,21,0.0015,0.1,Stationary
400738,Cl,21,0.0,0.1,Stationary
400738,SO4,21,0.0241,0.1,Stationary
400738,DIP,21,0.0009,0.1,Stationary
400740,pH,22,0.0003,0.1,Stationary
400740,SpecCond25C,22,0.1762,0.1,Diff-stationary
400740,Alkalinity,22,0.9081,0.1,Diff-stationary
400740,Cl,22,0.8065,0.1,Diff-stationary
400740,SO4,22,0.1995,0.1,Diff-stationary
400740,DIP,21,0.002,0.1,Stationary
400744,pH,21,0.0,0.1,Stationary
400744,SpecCond25C,21,0.1802,0.1,Diff-stationary
400744,Alkalinity,21,0.2853,0.1,Diff-stationary
400744,Cl,21,0.5003,0.1,Diff-stationary
400744,SO4,21,0.8607,0.1,Diff-stationary
400744,DIP,21,0.1173,0.1,Diff-stationary
400746,pH,22,0.6678,0.1,Diff-stationary
400746,SpecCond25C,22,0.0,0.1,Stationary
400746,Alkalinity,22,0.5185,0.1,Diff-stationary
400746,Cl,22,0.0,0.1,Stationary
400746,SO4,22,0.254,0.1,Diff-stationary
400746,DIP,22,0.5505,0.1,Diff-stationary
400747,pH,44,0.9404,0.1,Diff-stationary
400747,SpecCond25C,22,0.0076,0.1,Stationary
400747,Alkalinity,22,0.0074,0.1,Stationary
400747,SO4,22,0.0991,0.1,Diff-stationary
400747,DIP,22,0.0,0.1,Stationary
400748,pH,43,0.0475,0.1,Stationary
400748,SpecCond25C,22,0.1049,0.1,Diff-stationary
400748,Alkalinity,22,0.8956,0.1,Diff-stationary
400748,Cl,22,0.6863,0.016,Non-stationary
400748,SO4,22,0.0,0.1,Stationary
400748,DIP,22,0.4487,0.1,Diff-stationary
400749,pH,22,0.0001,0.1,Stationary
400749,SpecCond25C,22,0.12,0.1,Diff-stationary
400749,Alkalinity,22,0.0937,0.0324,Non-stationary
400749,Cl,22,0.0002,0.1,Stationary
400749,SO4,22,0.7328,0.0979,Diff-stationary
400749,DIP,22,0.0441,0.1,Stationary
400750,pH,73,0.0,0.01,Trend-stationary
400750,SpecCond25C,73,0.0,0.1,Stationary
400750,Alkalinity,73,0.0002,0.1,Stationary
400750,Cl,73,0.0,0.01,Trend-stationary
400750,SO4,73,0.0,0.1,Stationary
400750,DIP,73,0.0,0.1,Stationary
400751,pH,75,0.0,0.0907,Stationary
400751,SpecCond25C,75,0.0,0.1,Stationary
400751,Alkalinity,75,0.0,0.1,Stationary
400751,Cl,75,0.5886,0.0636,Diff-stationary
400751,SO4,75,0.0,0.0746,Stationary
400751,DIP,75,0.2455,0.0355,Non-stationary
400752,pH,76,0.0,0.1,Stationary
400752,SpecCond25C,76,0.0,0.0249,Trend-stationary
400752,Alkalinity,75,0.0,0.0642,Stationary
400752,Cl,74,0.0,0.01,Trend-stationary
400752,SO4,75,0.0,0.0407,Trend-stationary
400752,DIP,76,0.0,0.0818,Stationary
400753,pH,22,0.0,0.0417,Trend-stationary
400753,SpecCond25C,22,0.9737,0.076,Diff-stationary
400753,Alkalinity,22,0.9692,0.1,Diff-stationary
400753,Cl,22,0.9845,0.0598,Diff-stationary
400753,SO4,22,0.1653,0.1,Diff-stationary
400753,DIP,22,0.0993,0.1,Diff-stationary
400754,pH,22,0.0,0.1,Stationary
400754,SpecCond25C,22,0.0003,0.1,Stationary
400754,Alkalinity,22,0.6259,0.1,Diff-stationary
400754,Cl,22,0.0,0.1,Stationary
400754,SO4,22,0.9844,0.1,Diff-stationary
400754,DIP,22,0.3971,0.1,Diff-stationary
400756,pH,71,0.0,0.1,Stationary
400756,SpecCond25C,71,0.0,0.1,Stationary
400756,Alkalinity,71,0.0,0.1,Stationary
400756,Cl,71,0.6624,0.01,Non-stationary
400756,SO4,70,0.0,0.01,Trend-stationary
400756,DIP,71,0.0,0.0488,Trend-stationary
400757,pH,22,0.8562,0.0241,Non-stationary
400757,SpecCond25C,22,0.9034,0.01,Non-stationary
400757,Alkalinity,22,0.9714,0.0414,Non-stationary
400757,Cl,22,0.9553,0.01,Non-stationary
400757,SO4,22,0.5936,0.01,Non-stationary
400757,DIP,22,0.0,0.1,Stationary
400758,pH,72,0.0,0.1,Stationary
400758,SpecCond25C,72,0.0,0.1,Stationary
400758,Alkalinity,71,0.0,0.1,Stationary
400758,Cl,72,0.0,0.0338,Trend-stationary
400758,SO4,71,0.0,0.1,Stationary
400758,DIP,72,0.0285,0.0166,Trend-stationary
400759,pH,71,0.0,0.08,Stationary
400759,SpecCond25C,71,0.0002,0.1,Stationary
400759,Alkalinity,71,0.0004,0.1,Stationary
400759,Cl,71,0.0002,0.1,Stationary
400759,SO4,71,0.0,0.1,Stationary
400759,DIP,71,0.0,0.0196,Trend-stationary
400760,pH,58,0.0,0.1,Stationary
400760,SpecCond25C,58,0.0166,0.1,Stationary
400760,Alkalinity,57,0.0,0.1,Stationary
400760,Cl,58,0.0,0.1,Stationary
400760,SO4,58,0.0,0.1,Stationary
400760,DIP,58,0.0,0.1,Stationary
400761,pH,57,0.0,0.1,Stationary
400761,SpecCond25C,57,0.0,0.1,Stationary
400761,Alkalinity,57,0.0,0.1,Stationary
400761,Cl,57,0.0,0.1,Stationary
400761,SO4,57,0.0,0.1,Stationary
400761,DIP,57,0.0,0.0989,Stationary
400762,pH,47,0.0001,0.1,Stationary
400762,SpecCond25C,47,0.0,0.1,Stationary
400762,Alkalinity,47,0.0,0.1,Stationary
400762,Cl,47,0.0,0.01,Trend-stationary
400762,SO4,46,0.0,0.1,Stationary
400762,DIP,47,0.0,0.1,Stationary
400763,pH,56,0.0,0.1,Stationary
400763,SpecCond25C,56,0.3451,0.1,Diff-stationary
400763,Alkalinity,54,0.0002,0.0268,Trend-stationary
400763,Cl,56,0.0037,0.0133,Trend-stationary
